Open,High,Low,Close,Adj Close,Output
-1.104550546,-1.103639854,-1.103311839,-1.100806056,-1.460681595,0
-1.098880837,-1.094481018,-1.097054617,-1.090832857,-1.404481685,1
-1.089937536,-1.095261261,-1.094458908,-1.098988201,-1.446811772,0
-1.097685041,-1.102451407,-1.09677864,-1.099555067,-1.431253596,0
-1.098284603,-1.100281155,-1.095300347,-1.100175385,-1.41510777,0
-1.099073495,-1.089636574,-1.09604871,-1.087127609,-1.390086924,1
-1.085315637,-1.089830369,-1.084723205,-1.090923836,-1.411483347,0
-1.089127148,-1.088826031,-1.086561342,-1.089727659,-1.40608648,1
-1.088100188,-1.091365319,-1.08460915,-1.090595298,-1.417990313,0
-1.089056288,-1.09243148,-1.106333415,-1.110268259,-1.319947268,0
-1.108943345,-1.112879346,-1.106924452,-1.111303633,-1.395838692,0
-1.109715377,-1.113733001,-1.10824564,-1.112741381,-1.437446705,0
-1.111268479,-1.115165023,-1.11474413,-1.119043527,-1.442896997,0
-1.117170242,-1.112834418,-1.114275913,-1.110716185,-1.390367174,1
-1.109212448,-1.113332652,-1.110897482,-1.114967969,-1.396545549,0
-1.113308204,-1.114470917,-1.110041484,-1.113802531,-1.40466388,1
-1.112373655,-1.11694812,-1.110613589,-1.11404086,-1.40309339,0
-1.112461751,-1.116765234,-1.109710574,-1.113508117,-1.425873354,1
-1.112206662,-1.11093689,-1.10886275,-1.109478111,-1.373800439,1
-1.108046686,-1.111777769,-1.113031248,-1.116433123,-1.393733167,0
-1.114854935,-1.119039356,-1.114673604,-1.118388673,-1.426092085,0
-1.116819397,-1.120008454,-1.115952184,-1.117791732,-1.410659577,1
-1.116124436,-1.120891468,-1.117023413,-1.120844957,-1.406970772,0
-1.119261605,-1.121709936,-1.116928678,-1.120575997,-1.417025646,1
-1.118593402,-1.122513113,-1.117122098,-1.121759993,-1.418441003,0
-1.120143801,-1.121579028,-1.117410494,-1.121742313,-1.427563519,1
-1.119999701,-1.123998004,-1.118975625,-1.122830243,-1.402463364,0
-1.121199094,-1.125347397,-1.12585505,-1.128426287,-1.329798793,0
-1.126894613,-1.130554471,-1.127647129,-1.128448051,-1.381905463,0
-1.127095935,-1.128317213,-1.125134974,-1.126923785,-1.37978829,1
-1.125343856,-1.128453164,-1.124430287,-1.128378532,-1.38622162,0
-1.126612659,-1.128269161,-1.125340185,-1.126343753,-1.407625527,1
-1.124907116,-1.127103545,-1.122941347,-1.124486866,-1.426521682,1
-1.123141434,-1.127207311,-1.123915109,-1.127563467,-1.427840124,0
-1.125753176,-1.129672784,-1.124079522,-1.127178003,-1.411323951,1
-1.125741756,-1.128540907,-1.123116462,-1.125624933,-1.415343574,1
-1.123850946,-1.128154242,-1.124763431,-1.128257442,-1.400978036,0
-1.126552395,-1.129622691,-1.125242276,-1.129302435,-1.427279388,0
-1.127566593,-1.115307101,-1.125375854,-1.114031778,-1.278606169,1
-1.112146702,-1.116310584,-1.11026262,-1.113829471,-1.364439915,1
-1.112103657,-1.115403239,-1.11074534,-1.112629354,-1.35752644,1
-1.110710226,-1.115359464,-1.109157125,-1.113819082,-1.355864192,0
-1.112530087,-1.116243891,-1.110344088,-1.113962832,-1.345478277,0
-1.112367999,-1.116516475,-1.111616764,-1.114622755,-1.346788348,0
-1.113056552,-1.11643355,-1.110668873,-1.114572044,-1.354452408,1
-1.112921598,-1.116053395,-1.110558987,-1.115875643,-1.366768786,0
-1.114576381,-1.117058239,-1.111305838,-1.115314186,-1.375271149,1
-1.113497194,-1.115569317,-1.111125759,-1.113053546,-1.315402302,1
-1.111573254,-1.101930501,-1.108263834,-1.099612424,-1.159704894,1
-1.098241593,-1.098225073,-1.094381038,-1.100171982,-1.163972879,0
-1.098601871,-1.100337446,-1.096049522,-1.096954157,-1.230279918,1
-1.095334527,-1.099588691,-1.094750699,-1.099463175,-1.279706496,0
-1.09796227,-1.099244649,-1.094270083,-1.096775459,-1.277316056,1
-1.095547662,-1.091409042,-1.093436062,-1.089065587,-1.218215896,1
-1.087308039,-1.088979541,-1.103577981,-1.107936219,-1.11782719,0
-1.106507044,-1.105755665,-1.102950703,-1.104899832,-1.199662717,1
-1.103517627,-1.107858177,-1.102425487,-1.108630516,-1.278299188,0
-1.10682535,-1.111007161,-1.108128595,-1.10978175,-1.260655047,0
-1.10830983,-1.109082352,-1.104103622,-1.1087036,-1.253629049,1
-1.107150726,-1.108135491,-1.103659633,-1.107573343,-1.29116793,1
-1.106202377,-1.109931505,-1.103999309,-1.107276672,-1.295507716,1
-1.105788511,-1.109868844,-1.104146468,-1.108696023,-1.313671598,0
-1.107197244,-1.110641319,-1.109932725,-1.112495618,-1.217090402,0
-1.110994848,-1.107270577,-1.108363534,-1.104592378,-1.154946599,1
-1.102947722,-1.106200192,-1.10053177,-1.104620537,-1.209404871,0
-1.103045949,-1.105889819,-1.099474159,-1.102699522,-1.184044575,1
-1.100997615,-1.102549745,-1.098178344,-1.101987132,-1.123971534,1
-1.100754536,-1.10061949,-1.097181626,-1.098530871,-1.115584892,1
-1.096769303,-1.101776362,-1.095374139,-1.098690133,-1.17295129,0
-1.096968727,-1.10102525,-1.098764472,-1.105611469,-1.161289782,0
-1.104086672,-1.105039881,-1.102234687,-1.102367939,-1.170796825,1
-1.100544605,-1.108814132,-1.099576959,-1.10612114,-1.19756058,0
-1.104657454,-1.106402156,-1.100630325,-1.104757927,-1.142962865,1
-1.103010116,-1.106068377,-1.100008159,-1.103557326,-1.202511226,1
-1.101788207,-1.100593082,-1.098249091,-1.098716053,-1.178080962,1
-1.097170872,-1.101824029,-1.095707448,-1.099819781,-1.264147094,0
-1.09795699,-1.100594024,-1.095154387,-1.098823475,-1.187339682,1
-1.09725308,-1.099633077,-1.094135859,-1.096809672,-1.2036473,1
-1.095213373,-1.098020805,-1.093438793,-1.094822004,-1.156973619,1
-1.093403284,-1.096571695,-1.091812196,-1.096776874,-1.118758246,0
-1.095225812,-1.099363687,-1.09206782,-1.098494042,-1.206482073,0
-1.096963232,-1.100495512,-1.093533381,-1.097785271,-1.189008389,1
-1.096222183,-1.100943232,-1.094120469,-1.098458235,-1.211942894,0
-1.096749883,-1.10064246,-1.097919528,-1.10189078,-1.147565198,0
-1.0999236,-1.103969356,-1.098097023,-1.10062023,-1.128913453,1
-1.099036141,-1.097443503,-1.095520911,-1.093935575,-1.116209699,1
-1.092330272,-1.09519544,-1.089320505,-1.093202496,-1.194961971,1
-1.09166683,-1.095216647,-1.090153031,-1.091378174,-1.110133857,1
-1.090134061,-1.084117783,-1.088352592,-1.090931681,-1.174175132,1
-1.089404932,-1.093781537,-1.085593743,-1.09059417,-1.21041124,1
-1.089023766,-1.092578114,-1.085335204,-1.088455533,-1.152226577,1
-1.086938848,-1.052481006,-1.082852573,-1.049157993,-0.55643112,1
-1.047607075,-1.031180742,-1.042455215,-1.044992567,-0.476051966,1
-1.04353235,-1.044858708,-1.043771956,-1.045662288,-0.716778189,0
-1.044098872,-1.042441443,-1.039207871,-1.038466099,-0.790341205,1
-1.036907221,-1.034130415,-1.033815984,-1.037164023,-0.785349147,1
-1.035445096,-1.032473705,-1.030442406,-1.029321507,-0.800114836,1
-1.02774862,-1.028162909,-1.025061572,-1.024785251,-0.774989754,1
-1.023235329,-1.030067087,-1.024679086,-1.02942832,-0.905707108,0
-1.027928177,-1.023535352,-1.022504613,-1.02364919,-0.866156192,1
-1.02208657,-1.027194125,-1.033392257,-1.037311785,-0.806837064,0
-1.035906089,-1.040845246,-1.036533185,-1.036368859,-0.963312606,1
-1.034856577,-1.039307609,-1.030693435,-1.035973435,-1.116803967,1
-1.034469273,-1.036262041,-1.031195217,-1.032111558,-1.140268118,1
-1.030598232,-1.035859544,-1.033294514,-1.038133334,-1.039033906,0
-1.036596987,-1.032622991,-1.031519595,-1.027437087,-1.072423465,1
-1.025852118,-1.030415737,-1.020746154,-1.026383263,-1.027888218,1
-1.024868365,-1.0266573,-1.018869691,-1.022731198,-0.981239981,1
-1.021197214,-1.026077188,-1.018789238,-1.022490505,-0.95303345,1
-1.020931046,-1.024831195,-1.015242869,-1.020566839,-0.986100708,1
-1.019141756,-1.024752301,-1.017484177,-1.021794111,-0.955428153,0
-1.02039275,-1.020977841,-1.016032862,-1.016745731,-0.907641508,1
-1.015210469,-1.008300705,-1.009336893,-1.005897387,-0.836094937,1
-1.004427727,-1.007441499,-1.006060375,-1.011178275,-0.769419881,0
-1.009553234,-1.012274249,-1.0196156,-1.025454757,-0.862589342,0
-1.023924526,-1.0213411,-1.019762575,-1.022103428,-0.783437551,1
-1.020556933,-1.025672981,-1.017056963,-1.022679197,-0.984924863,0
-1.020943092,-1.024781834,-1.015935912,-1.021777291,-1.000924083,1
-1.020267103,-1.026188826,-1.018336152,-1.024190011,-0.951720459,0
-1.022646881,-1.025486883,-1.020357377,-1.020781756,-0.950025334,1
-1.019298618,-1.023636168,-1.013290695,-1.018240942,-0.961725367,1
-1.016719881,-1.016536033,-1.010926141,-1.011988647,-0.908456806,1
-1.010440854,-0.996916689,-1.004946391,-1.000644335,-0.69909799,1
-0.999071115,-1.000115122,-0.999323773,-0.997142182,-0.760700813,1
-0.995628061,-1.002993233,-0.995733561,-0.998574985,-0.906778019,0
-0.997267022,-1.002905263,-0.997460466,-0.999998259,-0.853666981,0
-0.998543969,-0.991666747,-0.992194315,-0.99457629,-0.728310718,1
-0.991995571,-0.990507292,-0.988118689,-0.984605491,-0.870666619,1
-0.983059519,-0.979812267,-0.975717102,-0.973712616,-0.791316326,1
-0.97211204,-0.966188339,-0.965270568,-0.961877353,-0.647844852,1
-0.960339692,-0.916299205,-0.952524618,-0.915259005,-0.136307638,1
-0.91387596,-0.906810308,-0.926848967,-0.928653858,-0.196613202,0
-0.92725609,-0.875718874,-0.922434515,-0.879558646,-0.142148678,1
-0.878546424,-0.862653135,-0.872584,-0.86750628,0.047228736,1
-0.866332415,-0.862249173,-0.861166675,-0.853322765,-0.146523807,1
-0.852524083,-0.85660972,-0.866819961,-0.869885449,0.124672761,0
-0.868325157,-0.876403048,-0.905272525,-0.898286657,-0.035568914,0
-0.896974454,-0.901003154,-0.892324483,-0.902479705,-0.517670528,0
-0.901222579,-0.855502837,-0.891346421,-0.849450534,-0.267257468,1
-0.848092749,-0.859058106,-0.867342982,-0.862027814,-0.380902541,0
-0.860635481,-0.866051106,-0.857729472,-0.862116053,-0.307566094,0
-0.861110005,-0.870004786,-0.868612041,-0.876959365,-0.325482249,0
-0.87568346,-0.871120536,-0.87266593,-0.865272168,-0.340074073,1
-0.863840986,-0.86149169,-0.856270462,-0.860985616,-0.264507865,1
-0.859314254,-0.863091308,-0.849680816,-0.857189156,-0.467149294,1
-0.855627602,-0.831378256,-0.852100432,-0.821846263,-0.22379788,1
-0.820389707,-0.817400494,-0.808910864,-0.812415318,-0.148009534,1
-0.811217539,-0.823093637,-0.808790479,-0.816442781,-0.35214421,0
-0.815146606,-0.824808174,-0.816956161,-0.818835241,-0.391145859,0
-0.817325814,-0.808955645,-0.830567538,-0.837784581,-0.066702097,0
-0.836344672,-0.833904698,-0.834518868,-0.824168398,-0.286844112,1
-0.822825042,-0.831702033,-0.816038919,-0.824777073,-0.447045085,0
-0.82331034,-0.821269836,-0.81127538,-0.814279675,-0.570539278,1
-0.812976061,-0.825072991,-0.83361052,-0.846308462,-0.476356363,0
-0.844793814,-0.856053486,-0.873039521,-0.876672475,-0.335618798,0
-0.875446735,-0.874930777,-0.867229314,-0.869465574,-0.492200964,1
-0.868313451,-0.872653688,-0.872443687,-0.86991067,-0.619784733,0
-0.868213112,-0.863452438,-0.859427739,-0.858558548,-0.641615535,1
-0.857562461,-0.866253541,-0.858153033,-0.863732784,-0.786317724,0
-0.862575817,-0.871918023,-0.872856103,-0.878536653,-0.780373479,0
-0.876869125,-0.866128323,-0.872583336,-0.859384325,-0.662819619,1
-0.857748426,-0.867384266,-0.861577467,-0.864739515,-0.752951138,0
-0.86345685,-0.857739572,-0.856252378,-0.851023809,-0.643796563,1
-0.849676905,-0.850943736,-0.841573666,-0.845623121,-0.662987253,1
-0.844233557,-0.825011237,-0.835163823,-0.815314744,-0.590794214,1
-0.814178014,-0.816500585,-0.805889952,-0.806810855,-0.672251025,1
-0.805264443,-0.78942654,-0.794031425,-0.797808059,-0.394211907,1
-0.796771306,-0.782699089,-0.783661247,-0.776642986,-0.825914424,1
-0.774415605,-0.786642402,-0.781219119,-0.791686312,-0.811721409,0
-0.790490274,-0.794157007,-0.777638171,-0.784163287,-0.834508182,1
-0.782840191,-0.779778041,-0.774227133,-0.771818442,-0.71081398,1
-0.770628114,-0.750420064,-0.75824135,-0.737785329,-0.560141917,1
-0.734667729,-0.693594551,-0.723721183,-0.705704703,-0.042519831,1
-0.70470508,-0.68837264,-0.697084262,-0.697221878,-0.540146135,1
-0.696034927,-0.698553181,-0.694159747,-0.687738019,-0.63458762,1
-0.68669029,-0.655281291,-0.670172029,-0.640147834,-0.31933434,1
-0.639625456,-0.542369211,-0.623127418,-0.569673634,0.801278621,1
-0.568411748,-0.569864848,-0.697418476,-0.674477296,0.520939864,0
-0.674408875,-0.61875235,-0.672199453,-0.604846642,0.245943477,1
-0.604019068,-0.621245174,-0.638070851,-0.630736485,-0.040336844,0
-0.631090115,-0.633698546,-0.680230837,-0.696679051,-0.188049416,0
-0.696567013,-0.688696034,-0.719926959,-0.707833595,-0.064069289,0
-0.706222868,-0.702347539,-0.740960636,-0.692828029,0.033467727,1
-0.690550842,-0.639553979,-0.674152108,-0.624379042,0.023466667,1
-0.62248948,-0.63739488,-0.652481004,-0.667979918,-0.249547863,0
-0.667347721,-0.666940142,-0.66969145,-0.678611769,-0.359351957,0
-0.677106959,-0.656124892,-0.66029199,-0.665178296,-0.513819894,1
-0.663392593,-0.661051058,-0.650306402,-0.651162873,-0.610956145,1
-0.650167787,-0.614525753,-0.635693344,-0.601651871,-0.378729099,1
-0.60059624,-0.588015377,-0.584610786,-0.581488226,-0.108172225,1
-0.580343571,-0.569308056,-0.61541364,-0.60880901,0.192942326,0
-0.608583602,-0.625352034,-0.649775852,-0.65644283,-0.092234213,0
-0.655450192,-0.64258286,-0.649570143,-0.632339173,-0.381786358,1
-0.631277118,-0.646195554,-0.667430047,-0.657061034,-0.521299097,0
-0.656474914,-0.668416498,-0.707946165,-0.723392235,-0.440526484,0
-0.721987036,-0.690579703,-0.72202096,-0.683322817,-0.27208584,1
-0.681961806,-0.686491973,-0.748283367,-0.76162746,-0.329725868,0
-0.760670454,-0.746740939,-0.76516388,-0.74977457,-0.308231998,1
-0.748283761,-0.70250379,-0.755578824,-0.697881353,-0.285788897,1
-0.697332565,-0.708958883,-0.705488758,-0.703885629,-0.532408726,0
-0.702887958,-0.687791132,-0.691377906,-0.690033284,-0.561769088,1
-0.688149157,-0.69961559,-0.695153825,-0.700441369,-0.735784708,0
-0.699284713,-0.710972901,-0.708143571,-0.713458407,-0.777546056,0
-0.711950945,-0.724840421,-0.722901112,-0.737844476,-0.689081976,0
-0.737300055,-0.752702459,-0.741772219,-0.745287037,-0.718472132,0
-0.744134327,-0.736336878,-0.732124055,-0.737942423,-0.805107551,1
-0.736553797,-0.750309683,-0.733230915,-0.737101958,-0.875430801,1
-0.73573863,-0.732606054,-0.748793987,-0.760365329,-0.743450806,0
-0.75820863,-0.766753389,-0.758372658,-0.755593198,-0.918019641,1
-0.754543457,-0.759884036,-0.74126503,-0.75019491,-0.904739132,1
-0.748681142,-0.748770142,-0.734946897,-0.742296686,-0.898943854,1
-0.741183553,-0.726314263,-0.726330713,-0.713046414,-0.736168129,1
-0.712247057,-0.703393122,-0.705013714,-0.692643026,-0.702967219,1
-0.691222607,-0.69183376,-0.677707776,-0.687336057,-0.687147629,1
-0.685996832,-0.676064698,-0.670437525,-0.669021938,-0.810790961,1
-0.667769552,-0.671725765,-0.663179896,-0.659410754,-0.741656917,1
-0.658730548,-0.61974934,-0.64134663,-0.609424348,-0.317054708,1
-0.607896659,-0.600110237,-0.621796468,-0.629727783,-0.332064767,0
-0.628750573,-0.611456517,-0.614015302,-0.600369391,-0.41289741,1
-0.598320702,-0.614249067,-0.603615932,-0.598895388,-0.57016989,1
-0.598478781,-0.614857245,-0.591493754,-0.598891734,-0.62705994,1
-0.597773654,-0.611950125,-0.612259795,-0.629909418,-0.63960867,0
-0.628943518,-0.634320688,-0.617006616,-0.618636722,-0.775827953,1
-0.617653248,-0.634549269,-0.614994692,-0.630436697,-0.904037353,0
-0.629078258,-0.643339121,-0.645005781,-0.659222886,-0.726061299,0
-0.65837802,-0.674239954,-0.694764475,-0.710400274,-0.532670901,0
-0.70989384,-0.702852667,-0.720225301,-0.696170974,-0.366310066,1
-0.694338154,-0.698202908,-0.710632458,-0.695446941,-0.527562537,1
-0.69511015,-0.704558721,-0.695774423,-0.704057878,-0.901200369,0
-0.702695728,-0.702580589,-0.693759104,-0.697583429,-0.946778916,1
-0.696070008,-0.676076148,-0.681707488,-0.661488846,-0.768517256,1
-0.6602759,-0.674408982,-0.661948738,-0.672550244,-0.82812923,0
-0.671296979,-0.683367931,-0.702157621,-0.708756315,-0.56953637,0
-0.707197045,-0.717806892,-0.710953459,-0.715270029,-0.717221757,0
-0.713564168,-0.711563276,-0.701136675,-0.69996833,-0.803531074,1
-0.698704803,-0.712937,-0.708742395,-0.714740099,-0.813548839,0
-0.713399216,-0.719614182,-0.70675302,-0.715239004,-0.886864634,0
-0.714650962,-0.706613931,-0.698998388,-0.699425216,-0.637648107,1
-0.698019579,-0.712153162,-0.702472127,-0.713510497,-0.853426796,0
-0.711138785,-0.718611815,-0.722668462,-0.73614549,-0.685236341,0
-0.734675712,-0.748667895,-0.739144679,-0.749326179,-0.714821159,0
-0.747617294,-0.752144235,-0.738303462,-0.742747012,-0.912371428,1
-0.741468425,-0.750842144,-0.730732618,-0.740786463,-1.036269404,1
-0.739475468,-0.743624716,-0.727502674,-0.733080872,-1.036789857,1
-0.731803154,-0.703624287,-0.713690607,-0.692710019,-0.693150852,1
-0.691483137,-0.683860072,-0.673277824,-0.677321049,-0.571025201,1
-0.676092832,-0.690046159,-0.675990725,-0.687177852,-0.737087016,0
-0.686279914,-0.698647923,-0.677986411,-0.692277248,-0.868263422,0
-0.690890197,-0.686177726,-0.690392537,-0.703512113,-0.579926012,0
-0.702189059,-0.705123752,-0.686459107,-0.693773104,-0.822323423,1
-0.692444069,-0.702972543,-0.68237503,-0.698213742,-0.915977243,0
-0.696870212,-0.711154426,-0.698892691,-0.707671879,-0.696124552,0
-0.706341786,-0.717657693,-0.709841284,-0.721116171,-0.850044871,0
-0.719417749,-0.728863012,-0.712857509,-0.716444029,-0.818942837,1
-0.715241181,-0.714433602,-0.704027976,-0.702433838,-0.824589918,1
-0.700853047,-0.714385359,-0.704656214,-0.714040929,-0.905181602,0
-0.71363476,-0.723810757,-0.701181404,-0.714236894,-0.941328736,0
-0.713035591,-0.725817234,-0.699966042,-0.71438772,-1.021031724,0
-0.713083631,-0.724633483,-0.703443472,-0.715019036,-0.840498389,0
-0.713561161,-0.730740956,-0.701969773,-0.720866325,-0.837691153,0
-0.719184353,-0.731406245,-0.704823689,-0.721932275,-0.786792625,0
-0.720499925,-0.729158199,-0.726693749,-0.720503198,-0.578927649,1
-0.719209769,-0.732351151,-0.710303337,-0.722972826,-0.867870592,0
-0.721553786,-0.735616539,-0.71720103,-0.732498279,-0.941732846,0
-0.730931106,-0.74213129,-0.721938403,-0.729397549,-0.954313763,1
-0.728234203,-0.742845311,-0.734421514,-0.747782961,-0.842007811,0
-0.746462271,-0.755868567,-0.816790236,-0.815334412,-0.289881198,0
-0.814966011,-0.818654656,-0.816963063,-0.8180809,-0.461004945,0
-0.816663894,-0.824945016,-0.840076274,-0.838731377,-0.599881065,0
-0.837686912,-0.838442853,-0.834468861,-0.82929452,-0.759627409,1
-0.827942817,-0.83762285,-0.823536986,-0.829660656,-0.889516717,0
-0.82826728,-0.839025513,-0.832273149,-0.838226882,-0.953044809,0
-0.836831509,-0.836259668,-0.842127133,-0.826754782,-0.719104959,1
-0.825021826,-0.826491433,-0.816576112,-0.823893689,-0.822928381,1
-0.822456333,-0.8319096,-0.816142217,-0.821415104,-0.94847297,1
-0.820170701,-0.830777234,-0.827102029,-0.8308669,-0.919813693,0
-0.829509397,-0.841115842,-0.823616517,-0.83374501,-0.949487294,0
-0.832105388,-0.843368216,-0.828688215,-0.837060764,-1.003181735,0
-0.835765263,-0.846580507,-0.835456776,-0.846726939,-0.948308294,0
-0.845269913,-0.836953337,-0.837681311,-0.829574675,-0.667762939,1
-0.82811543,-0.835264319,-0.816652764,-0.8278126,-0.801199853,1
-0.826364496,-0.814515506,-0.817724786,-0.805528876,-0.582201767,1
-0.804789919,-0.815495356,-0.799559972,-0.815277199,-0.702081016,0
-0.813973936,-0.818811431,-0.826165412,-0.83906939,-0.608155225,0
-0.838028987,-0.843826566,-0.826335176,-0.838210725,-0.890443821,1
-0.836797681,-0.840806202,-0.827294416,-0.838076308,-0.929110631,1
-0.836693548,-0.842506043,-0.824892847,-0.83467837,-0.853714379,1
-0.833359675,-0.842686311,-0.839570488,-0.850093386,-0.859762386,0
-0.8487309,-0.859890711,-0.853691452,-0.861354439,-0.81699365,0
-0.859926703,-0.867342306,-0.851475996,-0.859849985,-0.916457852,1
-0.858609484,-0.867206546,-0.860137352,-0.871264765,-0.850706639,0
-0.869811802,-0.874457067,-0.86065325,-0.870397001,-0.951215751,1
-0.868456173,-0.862220757,-0.860381775,-0.854267518,-0.853394338,1
-0.852689178,-0.86232454,-0.846220769,-0.855639741,-0.838313937,0
-0.854250961,-0.860952597,-0.849638892,-0.861887809,-0.781389395,0
-0.860588373,-0.86966914,-0.886000075,-0.895164038,-0.503947963,0
-0.894006246,-0.902520877,-0.887394132,-0.893630708,-0.80735786,1
-0.89235268,-0.83506335,-0.882974919,-0.826397064,-0.123856444,1
-0.824620399,-0.760968507,-0.812741883,-0.793111341,0.742170312,1
-0.791941015,-0.77621223,-0.78629233,-0.775565642,0.089051469,1
-0.773457537,-0.772692672,-0.779023961,-0.793630667,-0.004917953,0
-0.792712868,-0.790330463,-0.780661076,-0.784225373,-0.144081744,1
-0.783173209,-0.795716829,-0.78984977,-0.798403765,-0.187872297,0
-0.797228325,-0.801450675,-0.796071249,-0.800291301,-0.253391455,0
-0.79924548,-0.807199601,-0.790737894,-0.796881183,-0.376456861,1
-0.795596058,-0.801589053,-0.783045041,-0.793289752,-0.544100405,1
-0.791928737,-0.801420619,-0.789139898,-0.79813228,-0.549616378,0
-0.796757023,-0.791944987,-0.786295873,-0.786158407,-0.270399051,1
-0.784784607,-0.794821911,-0.780357604,-0.78973017,-0.267728003,0
-0.788470542,-0.796474765,-0.776269172,-0.787755471,-0.432992458,1
-0.786886636,-0.798503445,-0.780450827,-0.791535737,-0.453092528,0
-0.790305419,-0.80214965,-0.805727052,-0.816234814,-0.358741781,0
-0.814596086,-0.821996599,-0.803002636,-0.815735049,-0.730861267,1
-0.814422757,-0.810734693,-0.802233569,-0.802632818,-0.566801077,1
-0.801188536,-0.811964454,-0.809701005,-0.821974948,-0.589571287,0
-0.820482958,-0.826130652,-0.812042566,-0.818649128,-0.587099084,1
-0.81747881,-0.828155666,-0.807824486,-0.819116829,-0.738550529,0
-0.81752957,-0.828575512,-0.813123851,-0.825909408,-0.656538348,0
-0.824662138,-0.834717545,-0.826232653,-0.839061723,-0.510425423,0
-0.837715013,-0.843563739,-0.826879638,-0.835720067,-0.799589792,1
-0.834402403,-0.836528639,-0.825453326,-0.834808883,-0.682379986,1
-0.83364537,-0.842506776,-0.840965579,-0.851111259,-0.526419737,0
-0.84994309,-0.855569757,-0.850125524,-0.856199657,-0.551508519,0
-0.854936042,-0.863287669,-0.854861716,-0.866282661,-0.56872122,0
